コード,銘柄名,市場,現在値,前日比(%),時価総額(百万円),時価総額(億円),時価総額(兆円),ランク
8860,フジ住宅,東P,736,+1.0(+0.14%),"27,122",271,0.27,06_100億以上~500億未満
8864,空港施設,東S,860,-4.0(-0.46%),"44,725",447,0.45,06_100億以上~500億未満
8869,明和地所,東S,772,-5.0(-0.64%),"18,102",181,0.18,06_100億以上~500億未満
8871,ゴールドクレスト,東S,3220,-85.0(-2.57%),"115,224","1,152",1.15,04_1000億以上~5000億未満
8876,リログループ,東P,1773.5,-61.5(-3.35%),"271,374","2,714",2.71,04_1000億以上~5000億未満
8877,エスリード,東P,4820,-35.0(-0.72%),"74,544",745,0.75,05_500億以上~1000億未満
8881,日神グループＨＬＤＧ,東P,620,-6.0(-0.96%),"29,110",291,0.29,06_100億以上~500億未満
8887,シーラＨＬＤＧ,東S,344,-4.0(-1.15%),"14,457",145,0.14,06_100億以上~500億未満
8891,ＡＭＧＨＬＤＧ,東S,1696,+0.0(+0.00%),"4,929",49,0.05,07_100億未満
8892,エスコン,東P,1066,-15.0(-1.39%),"105,087","1,051",1.05,04_1000億以上~5000億未満
8894,ＲＥＶＯＬＵＴＩＯＮ,東S,25,-2.0(-7.41%),"3,834",38,0.04,07_100億未満
8897,ＭＩＲＡＲＴＨＨＬＤＧ,東P,405,-7.0(-1.70%),"55,866",559,0.56,05_500億以上~1000億未満
8898,センチュリー２１・ジャパン,東S,1117,-3.0(-0.27%),"12,650",127,0.13,06_100億以上~500億未満
8904,ＡＶＡＮＴＩＡ,東S,812,+3.0(+0.37%),"12,086",121,0.12,06_100億以上~500億未満
8908,毎日コムネット,東S,825,-3.0(-0.36%),"14,850",149,0.15,06_100億以上~500億未満
8912,エリアクエスト,東S,173,-3.0(-1.70%),"2,966",30,0.03,07_100億未満
8914,エリアリンク,東S,889,-49.0(-5.22%),"46,018",460,0.46,06_100億以上~500億未満
8917,ファースト住建,東S,1013,-14.0(-1.36%),"17,122",171,0.17,06_100億以上~500億未満
8918,ランド,東S,10,+0.0(+0.00%),"15,451",155,0.15,06_100億以上~500億未満
8919,カチタス,東P,3445,-20.0(-0.58%),"270,951","2,710",2.71,04_1000億以上~5000億未満
8920,東祥,東S,704,-5.0(-0.71%),"26,974",270,0.27,06_100億以上~500億未満
8923,トーセイ,東P,1535,-16.0(-1.03%),"149,459","1,495",1.49,04_1000億以上~5000億未満
8927,明豊エンタープライズ,東S,427,+1.0(+0.23%),"13,511",135,0.14,06_100億以上~500億未満
8928,穴吹興産,東S,2356,-32.0(-1.34%),"27,178",272,0.27,06_100億以上~500億未満
8929,青山財産ネットワークス,東S,1287,-16.0(-1.23%),"32,341",323,0.32,06_100億以上~500億未満
8931,和田興産,東S,1239,-7.0(-0.56%),"13,753",138,0.14,06_100億以上~500億未満
8934,サンフロンティア不動産,東P,2276,+2.0(+0.09%),"130,659","1,307",1.31,04_1000億以上~5000億未満
8935,ＦＪネクストＨＬＤＧ,東P,1723,-27.0(-1.54%),"59,696",597,0.60,05_500億以上~1000億未満
8938,グロームＨＬＤＧ,東G,317,-3.0(-0.94%),"3,299",33,0.03,07_100億未満
8944,ランドビジネス,東S,240,-6.0(-2.44%),"5,603",56,0.06,07_100億未満
8945,サンネクスタグループ,東S,1119,+0.0(+0.00%),"12,178",122,0.12,06_100億以上~500億未満
8946,ＡＳＩＡＮ　ＳＴＡＲ,東S,74,-1.0(-1.33%),"1,762",18,0.02,07_100億未満
8995,誠建設工業,東S,1071,-28.0(-2.55%),"2,155",22,0.02,07_100億未満
8996,ハウスフリーダム,東S,961,-12.0(-1.23%),"3,950",40,0.04,07_100億未満
8999,グランディハウス,東P,507,+0.0(+0.00%),"15,627",156,0.16,06_100億以上~500億未満
9001,東武鉄道,東P,2835,+82.0(+2.98%),"559,251","5,593",5.59,03_5000億以上~1兆未満
9003,相鉄ＨＬＤＧ,東P,2359,+13.0(+0.55%),"231,525","2,315",2.32,04_1000億以上~5000億未満
9005,東急,東P,1668,-9.5(-0.57%),"1,042,283","10,423",10.42,02_1兆以上~10兆未満
9006,京浜急行電鉄,東P,1442.5,-23.5(-1.60%),"397,785","3,978",3.98,04_1000億以上~5000億未満
9007,小田急電鉄,東P,1649,-3.5(-0.21%),"607,653","6,077",6.08,03_5000億以上~1兆未満
9008,京王電鉄,東P,731.5,+3.3(+0.45%),"428,672","4,287",4.29,04_1000億以上~5000億未満
9009,京成電鉄,東P,1042.5,-1.5(-0.14%),"539,216","5,392",5.39,03_5000億以上~1兆未満
9010,富士急行,東P,2016,+6.0(+0.30%),"110,648","1,106",1.11,04_1000億以上~5000億未満
9012,秩父鉄道,東S,2115,+10.0(+0.48%),"3,172",32,0.03,07_100億未満
9017,新潟交通,東S,1983,+14.0(+0.71%),"7,662",77,0.08,07_100億未満
9020,東日本旅客鉄道,東P,3280,-33.0(-1.00%),"3,720,871","37,209",37.21,02_1兆以上~10兆未満
9021,西日本旅客鉄道,東P,2469.5,-26.5(-1.06%),"1,125,009","11,250",11.25,02_1兆以上~10兆未満
9022,東海旅客鉄道,東P,3297,-28.0(-0.84%),"3,300,881","33,009",33.01,02_1兆以上~10兆未満
9023,東京地下鉄,東P,1370,-17.0(-1.23%),"795,970","7,960",7.96,03_5000億以上~1兆未満
9024,西武ＨＬＤＧ,東P,2650,-71.5(-2.63%),"810,305","8,103",8.10,03_5000億以上~1兆未満
9025,鴻池運輸,東P,2660,-24.0(-0.89%),"151,493","1,515",1.51,04_1000億以上~5000億未満
9028,ゼロ,東S,3700,+25.0(+0.68%),"64,973",650,0.65,05_500億以上~1000億未満
9029,ヒガシＨＬＤＧ,東S,1910,-21.0(-1.09%),"25,334",253,0.25,06_100億以上~500億未満
9031,西日本鉄道,東P,2749.5,+17.5(+0.64%),"218,201","2,182",2.18,04_1000億以上~5000億未満
9033,広島電鉄,東S,615,-2.0(-0.32%),"18,724",187,0.19,06_100億以上~500億未満
9034,南総通運,東S,1582,+14.0(+0.89%),"15,820",158,0.16,06_100億以上~500億未満
9036,東部ネットワーク,東S,1305,-5.0(-0.38%),"7,502",75,0.08,07_100億未満
9037,ハマキョウレックス,東P,1861,-6.0(-0.32%),"141,525","1,415",1.42,04_1000億以上~5000億未満
9039,サカイ引越センター,東P,2832,+0.0(+0.00%),"119,862","1,199",1.20,04_1000億以上~5000億未満
9041,近鉄グループＨＬＤＧ,東P,3587,+0.0(+0.00%),"683,905","6,839",6.84,03_5000億以上~1兆未満
9042,阪急阪神ＨＬＤＧ,東P,4416,-65.0(-1.45%),"1,110,616","11,106",11.11,02_1兆以上~10兆未満
9044,ＮＡＮＫＡＩ,東P,2649,+5.0(+0.19%),"287,326","2,873",2.87,04_1000億以上~5000億未満
9045,京阪ＨＬＤＧ,東P,3214,+22.0(+0.69%),"343,308","3,433",3.43,04_1000億以上~5000億未満
9046,神戸電鉄,東S,2333,-12.0(-0.51%),"18,808",188,0.19,06_100億以上~500億未満
9048,名古屋鉄道,東P,1834,+5.5(+0.30%),"360,749","3,607",3.61,04_1000億以上~5000億未満
9049,京福電気鉄道,東S,7180,+0.0(+0.00%),"14,360",144,0.14,06_100億以上~500億未満
9051,センコン物流,東S,1287,-1.0(-0.08%),"7,273",73,0.07,07_100億未満
9052,山陽電気鉄道,東P,1866,-14.0(-0.74%),"41,669",417,0.42,06_100億以上~500億未満
9057,遠州トラック,東S,3170,-35.0(-1.09%),"23,921",239,0.24,06_100億以上~500億未満
9059,カンダＨＬＤＧ,東S,877,+12.0(+1.39%),"20,442",204,0.20,06_100億以上~500億未満
9060,日本ロジテム,東S,4150,+50.0(+1.22%),"5,741",57,0.06,07_100億未満
9063,岡山県貨物運送,東S,-,- (-%),"8,514",85,0.09,07_100億未満
9064,ヤマトＨＬＤＧ,東P,1800.5,-25.0(-1.37%),"649,074","6,491",6.49,03_5000億以上~1兆未満
9065,山九,東P,8686,-93.0(-1.06%),"459,505","4,595",4.60,04_1000億以上~5000億未満
9067,丸運,東S,-,- (-%),"27,285",273,0.27,06_100億以上~500億未満
9068,丸全昭和運輸,東P,7470,-90.0(-1.19%),"154,018","1,540",1.54,04_1000億以上~5000億未満
9069,センコーグループＨＬＤＧ,東P,1902.5,-14.5(-0.76%),"334,255","3,343",3.34,04_1000億以上~5000億未満
9072,ニッコンＨＬＤＧ,東P,6017,-13.0(-0.22%),"761,029","7,610",7.61,03_5000億以上~1兆未満
9073,京極運輸商事,東S,-,- (-%),"3,396",34,0.03,07_100億未満
9074,日本石油輸送,東S,5700,+70.0(+1.24%),"18,941",189,0.19,06_100億以上~500億未満
9075,福山通運,東P,6840,+290.0(+4.43%),"268,088","2,681",2.68,04_1000億以上~5000億未満
9076,セイノーＨＬＤＧ,東P,2686,+29.5(+1.11%),"504,108","5,041",5.04,03_5000億以上~1兆未満
9081,神奈川中央交通,東P,3325,-20.0(-0.60%),"41,895",419,0.42,06_100億以上~500億未満
9082,大和自動車交通,東S,1239,-30.0(-2.36%),"6,505",65,0.07,07_100億未満
9083,神姫バス,東S,1962,-3.0(-0.15%),"24,219",242,0.24,06_100億以上~500億未満
9087,タカセ,東S,2150,+0.0(+0.00%),"4,534",45,0.05,07_100億未満
9090,ＡＺ−ＣＯＭ丸和ＨＬＤＧ,東P,765,-14.0(-1.80%),"105,558","1,056",1.06,04_1000億以上~5000億未満
9101,日本郵船,東P,5438,+76.0(+1.42%),"2,204,139","22,041",22.04,02_1兆以上~10兆未満
9104,商船三井,東P,5534,+75.0(+1.37%),"2,008,933","20,089",20.09,02_1兆以上~10兆未満
9107,川崎汽船,東P,2586,+10.0(+0.39%),"1,652,899","16,529",16.53,02_1兆以上~10兆未満
9110,ＮＳユナイテッド海運,東P,7270,-180.0(-2.42%),"174,267","1,743",1.74,04_1000億以上~5000億未満
9115,明海グループ,東S,999,-21.0(-2.06%),"35,964",360,0.36,06_100億以上~500億未満
9119,飯野海運,東P,1462,-33.0(-2.21%),"159,212","1,592",1.59,04_1000億以上~5000億未満
9127,玉井商船,東S,2890,+25.0(+0.87%),"5,583",56,0.06,07_100億未満
9130,共栄タンカー,東S,1353,-11.0(-0.81%),"10,350",104,0.10,06_100億以上~500億未満
9142,九州旅客鉄道,東P,3399,-28.0(-0.82%),"525,652","5,257",5.26,03_5000億以上~1兆未満
9143,ＳＧ　ＨＬＤＧ,東P,1416,+10.0(+0.71%),"906,798","9,068",9.07,03_5000億以上~1兆未満
9145,ビーイングＨＬＤＧ,東S,562,+0.0(+0.00%),"13,544",135,0.14,06_100億以上~500億未満
9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳ,東P,5087,-196.0(-3.71%),"1,236,141","12,361",12.36,02_1兆以上~10兆未満
9158,シーユーシー,東G,805,+16.0(+2.03%),"24,142",241,0.24,06_100億以上~500億未満
9159,Ｗ　ＴＯＫＹＯ,東G,-,- (-%),"5,305",53,0.05,07_100億未満
9160,オンザページ,東S,283,+1.0(+0.35%),"10,812",108,0.11,06_100億以上~500億未満
9162,ブリーチ,東G,237,+2.0(+0.85%),"6,098",61,0.06,07_100億未満
9163,ナレルグループ,東G,2097,+5.0(+0.24%),"18,357",184,0.18,06_100億以上~500億未満
9165,クオルテック,東G,1801,-7.0(-0.39%),"4,232",42,0.04,07_100億未満
9166,ＧＥＮＤＡ,東G,614,-59.0(-8.77%),"115,338","1,153",1.15,04_1000億以上~5000億未満
9168,ライズ・コンサルティング・グル,東G,397,+8.0(+2.06%),"9,881",99,0.10,07_100億未満
9171,栗林商船,東S,1749,+13.0(+0.75%),"22,282",223,0.22,06_100億以上~500億未満
9173,東海汽船,東S,2998,+1.0(+0.03%),"6,596",66,0.07,07_100億未満
9193,東京汽船,東S,893,+1.0(+0.11%),"8,939",89,0.09,07_100億未満
9201,日本航空,東P,2648,+38.0(+1.46%),"1,157,556","11,576",11.58,02_1兆以上~10兆未満
9202,ＡＮＡ　ＨＬＤＧ,東P,2815.5,-14.5(-0.51%),"1,476,149","14,761",14.76,02_1兆以上~10兆未満
9204,スカイマーク,東G,403,+6.0(+1.51%),"24,313",243,0.24,06_100億以上~500億未満
9206,スターフライヤー,東S,1921,-16.0(-0.83%),"7,269",73,0.07,07_100億未満
9211,エフ・コード,東G,1443,-47.0(-3.15%),"17,964",180,0.18,06_100億以上~500億未満
9212,Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓ,東G,299,-6.0(-1.97%),"3,396",34,0.03,07_100億未満
9213,セイファート,東S,1036,-16.0(-1.52%),"1,368",14,0.01,07_100億未満
9214,Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎ,東G,1279,-1.0(-0.08%),"1,809",18,0.02,07_100億未満
9215,ＣａＳｙ,東G,903,+0.0(+0.00%),"1,708",17,0.02,07_100億未満
9216,ビーウィズ,東P,1426,-16.0(-1.11%),"20,379",204,0.20,06_100億以上~500億未満
9218,メンタルヘルステクノロジーズ,東G,676,+8.0(+1.20%),"7,103",71,0.07,07_100億未満
9219,ギックス,東G,902,+3.0(+0.33%),"5,048",50,0.05,07_100億未満
9220,エフビー介護サービス,東S,1221,+5.0(+0.41%),"2,975",30,0.03,07_100億未満
9221,フルハシＥＰＯ,東S,1132,+10.0(+0.89%),"13,335",133,0.13,06_100億以上~500億未満
9223,ＡＳＮＯＶＡ,東G,391,+2.0(+0.51%),"4,863",49,0.05,07_100億未満
9225,ブリッジコンサルティンググルー,東G,989,+5.0(+0.51%),"2,144",21,0.02,07_100億未満
9227,マイクロ波化学,東G,887,-17.0(-1.88%),"14,107",141,0.14,06_100億以上~500億未満
9229,サンウェルズ,東P,151,-8.0(-5.03%),"5,318",53,0.05,07_100億未満
9233,アジア航測,東S,1103,+22.0(+2.04%),"20,531",205,0.21,06_100億以上~500億未満
9235,売れるネット広告社グループ,東G,521,-11.0(-2.07%),"4,222",42,0.04,07_100億未満
9236,ジャパンＭ＆Ａソリューション,東G,980,-6.0(-0.61%),"1,489",15,0.01,07_100億未満
9237,笑美面,東G,531,-11.0(-2.03%),"2,159",22,0.02,07_100億未満
9238,バリュークリエーション,東G,483,+2.0(+0.42%),"1,135",11,0.01,07_100億未満
9240,デリバリーコンサルティング,東G,430,-4.0(-0.92%),"2,090",21,0.02,07_100億未満
9241,フューチャーリンクネットワーク,東G,1238,+7.0(+0.57%),"1,075",11,0.01,07_100億未満
9242,メディア総研,東G,1806,-24.0(-1.31%),"2,226",22,0.02,07_100億未満
9244,デジタリフト,東G,1050,+0.0(+0.00%),"1,650",17,0.02,07_100億未満
9245,リベロ,東G,1922,+40.0(+2.13%),"10,397",104,0.10,06_100億以上~500億未満
9246,プロジェクトＨＬＤＧ,東G,1017,+6.0(+0.59%),"5,581",56,0.06,07_100億未満
9247,TRE ＨＬＤＧ,東P,1720,+53.0(+3.18%),"90,490",905,0.90,05_500億以上~1000億未満
9248,人・夢・技術グループ,東S,1497,-13.0(-0.86%),"14,096",141,0.14,06_100億以上~500億未満
9249,日本エコシステム,東S,1585,+7.0(+0.44%),"13,810",138,0.14,06_100億以上~500億未満
9250,ＧＲＣＳ,東G,931,-32.0(-3.32%),"1,411",14,0.01,07_100億未満
9251,ＡＢ＆Ｃｏｍｐａｎｙ,東G,1207,+1.0(+0.08%),"18,403",184,0.18,06_100億以上~500億未満
9252,ラストワンマイル,東G,3445,-45.0(-1.29%),"9,681",97,0.10,07_100億未満
9253,スローガン,東G,743,+0.0(+0.00%),"2,059",21,0.02,07_100億未満
9254,ラバブルマーケティンググループ,東G,1120,-9.0(-0.80%),"2,024",20,0.02,07_100億未満
9256,サクシード,東G,2950,+49.0(+1.69%),"10,561",106,0.11,06_100億以上~500億未満
9257,ＹＣＰＨＬＤＧ（グローバル）,東G,776,+15.0(+1.97%),"17,343",173,0.17,06_100億以上~500億未満
9258,ＣＳ−Ｃ,東G,-,- (-%),"2,039",20,0.02,07_100億未満
9259,タカヨシＨＬＤＧ,東G,797,-25.0(-3.04%),"4,472",45,0.04,07_100億未満
9262,シルバーライフ,東S,735,-5.0(-0.68%),"8,032",80,0.08,07_100億未満
9264,ポエック,東S,1584,-10.0(-0.63%),"7,446",74,0.07,07_100億未満
9265,ヤマシタヘルスケアＨＬＤＧ,東S,2930,-85.0(-2.82%),"7,480",75,0.07,07_100億未満
9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅ,東P,3285,-15.0(-0.45%),"101,939","1,019",1.02,04_1000億以上~5000億未満
9268,オプティマスグループ,東S,377,+0.0(+0.00%),"29,039",290,0.29,06_100億以上~500億未満
9270,バリュエンスＨＬＤＧ,東G,2399,-17.0(-0.70%),"33,409",334,0.33,06_100億以上~500億未満
9271,和心,東G,987,-23.0(-2.28%),"6,493",65,0.06,07_100億未満
9272,ブティックス,東G,1428,+10.0(+0.71%),"14,509",145,0.15,06_100億以上~500億未満
9273,コーア商事ＨＬＤＧ,東P,749,+0.0(+0.00%),"31,548",315,0.32,06_100億以上~500億未満
9274,ＫＰＰグループＨＬＤＧ,東P,923,-10.0(-1.07%),"62,066",621,0.62,05_500億以上~1000億未満
9278,ブックオフグループＨＬＤＧ,東P,1873,-3.0(-0.16%),"38,485",385,0.38,06_100億以上~500億未満
9279,ギフトＨＬＤＧ,東P,3815,-135.0(-3.42%),"76,484",765,0.76,05_500億以上~1000億未満
9301,三菱倉庫,東P,1510,+8.5(+0.57%),"546,824","5,468",5.47,03_5000億以上~1兆未満
9302,三井倉庫ＨＬＤＧ,東P,3844,+19.0(+0.50%),"299,798","2,998",3.00,04_1000億以上~5000億未満
9303,住友倉庫,東P,3885,-25.0(-0.64%),"297,646","2,976",2.98,04_1000億以上~5000億未満
9304,澁澤倉庫,東P,1397,-13.0(-0.92%),"85,037",850,0.85,05_500億以上~1000億未満
9305,ヤマタネ,東P,1946,-38.0(-1.92%),"44,152",442,0.44,06_100億以上~500億未満
9306,東陽倉庫,東S,1995,+0.0(+0.00%),"15,691",157,0.16,06_100億以上~500億未満
9307,杉村倉庫,東S,948,-22.0(-2.27%),"15,565",156,0.16,06_100億以上~500億未満
9308,乾汽船,東S,1494,-1.0(-0.07%),"38,953",390,0.39,06_100億以上~500億未満
9310,日本トランスシティ,東P,1082,-10.0(-0.92%),"71,851",719,0.72,05_500億以上~1000億未満
9311,アサガミ,東S,-,- (-%),"10,990",110,0.11,06_100億以上~500億未満
9312,ケイヒン,東S,2803,+0.0(+0.00%),"18,322",183,0.18,06_100億以上~500億未満
9313,丸八倉庫,東S,1011,+1.0(+0.10%),"7,380",74,0.07,07_100億未満
9319,中央倉庫,東P,1772,+10.0(+0.57%),"33,783",338,0.34,06_100億以上~500億未満
9322,川西倉庫,東S,2235,+26.0(+1.18%),"18,457",185,0.18,06_100億以上~500億未満
9324,安田倉庫,東P,2207,+7.0(+0.32%),"67,005",670,0.67,05_500億以上~1000億未満
9325,ファイズＨＬＤＧ,東S,1201,-3.0(-0.25%),"12,998",130,0.13,06_100億以上~500億未満
9326,関通ＨＬＤＧ,東G,416,-5.0(-1.19%),"4,288",43,0.04,07_100億未満
9327,イー・ロジット,東S,195,-11.0(-5.34%),"3,089",31,0.03,07_100億未満
9330,揚羽,東G,841,-9.0(-1.06%),"1,206",12,0.01,07_100億未満
9331,キャスター,東G,946,-203.0(-17.67%),"1,855",19,0.02,07_100億未満
9332,ＮＩＳＳＯＨＬＤＧ,東P,568,-3.0(-0.53%),"19,326",193,0.19,06_100億以上~500億未満
9336,大栄環境,東P,3800,-35.0(-0.91%),"379,593","3,796",3.80,04_1000億以上~5000億未満
9337,トリドリ,東G,1635,-39.0(-2.33%),"5,400",54,0.05,07_100億未満
9338,ＩＮＦＯＲＩＣＨ,東G,4540,+5.0(+0.11%),"45,526",455,0.46,06_100億以上~500億未満
9339,コーチ・エィ,東S,1235,+4.0(+0.32%),"2,949",29,0.03,07_100億未満
9340,アソインターナショナル,東S,667,-6.0(-0.89%),"6,546",65,0.07,07_100億未満
9341,ＧＥＮＯＶＡ,東P,559,-2.0(-0.36%),"9,971",100,0.10,07_100億未満
9342,スマサポ,東G,755,-7.0(-0.92%),"1,816",18,0.02,07_100億未満
9343,アイビス,東G,769,+19.0(+2.53%),"14,200",142,0.14,06_100億以上~500億未満
9344,アクシスコンサルティング,東G,950,-8.0(-0.84%),"4,808",48,0.05,07_100億未満
9345,ビズメイツ,東G,560,-5.0(-0.88%),"1,820",18,0.02,07_100億未満
9346,ココルポート,東G,1655,-21.0(-1.25%),"6,087",61,0.06,07_100億未満
9347,日本管財ＨＬＤＧ,東P,2634,-46.0(-1.72%),"108,469","1,085",1.08,04_1000億以上~5000億未満
9348,ｉｓｐａｃｅ,東G,555,-32.0(-5.45%),"81,161",812,0.81,05_500億以上~1000億未満
9351,東洋埠頭,東S,1763,-5.0(-0.28%),"13,646",136,0.14,06_100億以上~500億未満
9353,櫻島埠頭,東S,2815,+320.0(+12.83%),"4,335",43,0.04,07_100億未満
9355,リンコーコーポレーション,東S,2188,+3.0(+0.14%),"5,908",59,0.06,07_100億未満
9360,鈴与シンワート,東S,2759,-32.0(-1.15%),"8,277",83,0.08,07_100億未満
9361,伏木海陸運送,東S,2012,+1.0(+0.05%),"5,262",53,0.05,07_100億未満
9362,兵機海運,東S,3615,-265.0(-6.83%),"4,425",44,0.04,07_100億未満
9363,大運,東S,534,-5.0(-0.93%),"3,326",33,0.03,07_100億未満
9364,上組,東P,4743,+22.0(+0.47%),"505,494","5,055",5.05,03_5000億以上~1兆未満
9365,トレーディア,東S,-,- (-%),"2,199",22,0.02,07_100億未満
9366,サンリツ,東S,962,-13.0(-1.33%),"5,778",58,0.06,07_100億未満
9367,大東港運,東S,1822,+13.0(+0.72%),"17,107",171,0.17,06_100億以上~500億未満
9368,キムラユニティー,東S,861,+5.0(+0.58%),"40,542",405,0.41,06_100億以上~500億未満
9369,キユーソー流通システム,東S,3470,+85.0(+2.51%),"87,985",880,0.88,05_500億以上~1000億未満
9376,ユーラシア旅行社,東S,745,-13.0(-1.72%),"2,749",27,0.03,07_100億未満
9380,東海運,東S,407,-1.0(-0.25%),"11,772",118,0.12,06_100億以上~500億未満
