コード,銘柄名,市場,時価総額(百万円),時価総額(億円),時価総額(兆円),ランクCD,ランク
8387,四国銀行,東P,115158,1151.58,0,4,04_1000億以上_5000億未満
8388,阿波銀行,東P,265200,2652,0,4,04_1000億以上_5000億未満
8392,大分銀行,東P,173415,1734.15,0,4,04_1000億以上_5000億未満
8393,宮崎銀行,東P,164481,1644.81,0,4,04_1000億以上_5000億未満
8395,佐賀銀行,東P,88067,880.67,0,5,05_500億以上_1000億未満
8399,琉球銀行,東P,106004,1060.04,0,4,04_1000億以上_5000億未満
8410,セブン銀行,東P,323720,3237.2,0,4,04_1000億以上_5000億未満
8411,ミズホFG,東P,18675451,186754.51,19,1,01_10兆以上
8416,高知銀行,東S,12734,127.34,0,6,06_100億以上_500億未満
8418,山口FG,東P,641737,6417.37,1,3,03_5000億以上_1兆未満
8424,芙蓉総合リース,東P,369814,3698.14,0,4,04_1000億以上_5000億未満
8425,ミズホリース,東P,347397,3473.97,0,4,04_1000億以上_5000億未満
8439,東京センチュリー,東P,1159173,11591.73,1,2,02_1兆以上_10兆未満
8473,SBI HLDG,東P,1887528,18875.28,2,2,02_1兆以上_10兆未満
8508,Jトラスト,東S,97200,972,0,5,05_500億以上_1000億未満
8511,日本証券金融,東P,188659,1886.59,0,4,04_1000億以上_5000億未満
8518,日本アジア投資,東S,3831,38.31,0,7,07_100億未満
8522,名古屋銀行,東P,280895,2808.95,0,4,04_1000億以上_5000億未満
8524,北洋銀行,東P,372011,3720.11,0,4,04_1000億以上_5000億未満
8537,大光銀行,東S,26674,266.74,0,6,06_100億以上_500億未満
8541,愛媛銀行,東P,76725,767.25,0,5,05_500億以上_1000億未満
8542,トマト銀行,東S,16818,168.18,0,6,06_100億以上_500億未満
8544,京葉銀行,東P,313794,3137.94,0,4,04_1000億以上_5000億未満
8550,栃木銀行,東P,101826,1018.26,0,4,04_1000億以上_5000億未満
8551,北日本銀行,東P,44583,445.83,0,6,06_100億以上_500億未満
8558,東和銀行,東P,48011,480.11,0,6,06_100億以上_500億未満
8562,福島銀行,東S,11831,118.31,0,6,06_100億以上_500億未満
8563,大東銀行,東S,12079,120.79,0,6,06_100億以上_500億未満
8566,リコーリース,東P,183710,1837.1,0,4,04_1000億以上_5000億未満
8570,イオンフィナンシャルサービス,東P,309758,3097.58,0,4,04_1000億以上_5000億未満
8572,アコム,東S,692600,6926,1,3,03_5000億以上_1兆未満
8584,ジャックス,東P,151852,1518.52,0,4,04_1000億以上_5000億未満
8585,オリエントコーポレーション,東P,142495,1424.95,0,4,04_1000億以上_5000億未満
8591,オリックス,東P,7025669,70256.69,7,2,02_1兆以上_10兆未満
8593,三菱HCキャピタル,東P,1846109,18461.09,2,2,02_1兆以上_10兆未満
8595,ジャフコ グループ,東P,119540,1195.4,0,4,04_1000億以上_5000億未満
8596,九州リースサービス,東S,35762,357.62,0,6,06_100億以上_500億未満
8600,トモニHLDG,東P,165084,1650.84,0,4,04_1000億以上_5000億未満
8601,大和証券グループ本社,東P,2405073,24050.73,2,2,02_1兆以上_10兆未満
8604,野村HLDG,東P,4168016,41680.16,4,2,02_1兆以上_10兆未満
8609,岡三証券グループ,東P,216650,2166.5,0,4,04_1000億以上_5000億未満
8613,丸三証券,東P,70364,703.64,0,5,05_500億以上_1000億未満
8614,東洋証券,東P,44031,440.31,0,6,06_100億以上_500億未満
8616,東海東京フィナンシャルHLDG,東P,182668,1826.68,0,4,04_1000億以上_5000億未満
8617,光世証券,東S,5066,50.66,0,7,07_100億未満
8622,水戸証券,東P,41384,413.84,0,6,06_100億以上_500億未満
8624,イチヨシ証券,東P,48097,480.97,0,6,06_100億以上_500億未満
8628,松井証券,東P,242931,2429.31,0,4,04_1000億以上_5000億未満
8630,SOMPO HLDG,東P,5394237,53942.37,5,2,02_1兆以上_10兆未満
8697,日本取引所グループ,東P,2103810,21038.1,2,2,02_1兆以上_10兆未満
8698,マネックスグループ,東P,158538,1585.38,0,4,04_1000億以上_5000億未満
8699,HSHLDG,東S,46237,462.37,0,6,06_100億以上_500億未満
8700,丸八証券,東S,6986,69.86,0,7,07_100億未満
8704,トレイダーズHLDG,東S,32729,327.29,0,6,06_100億以上_500億未満
8705,日産証券グループ,東S,12546,125.46,0,6,06_100億以上_500億未満
8706,極東証券,東P,49988,499.88,0,6,06_100億以上_500億未満
8707,岩井コスモHLDG,東P,95049,950.49,0,5,05_500億以上_1000億未満
8708,アイザワ証券グループ,東P,55652,556.52,0,5,05_500億以上_1000億未満
8713,フィデアHLDG,東P,35214,352.14,0,6,06_100億以上_500億未満
8714,池田泉州HLDG,東P,273702,2737.02,0,4,04_1000億以上_5000億未満
8715,アニコムHD,東P,90676,906.76,0,5,05_500億以上_1000億未満
8725,MS&ADインシュアランスHD,東P,6338868,63388.68,6,2,02_1兆以上_10兆未満
8729,ソニーフィナンシャルグループ,東P,958006,9580.06,1,3,03_5000億以上_1兆未満
8737,アカツキ本社,東S,20009,200.09,0,6,06_100億以上_500億未満
8739,スパークス･グループ,東P,88329,883.29,0,5,05_500億以上_1000億未満
8742,小林洋行,東S,6968,69.68,0,7,07_100億未満
8746,unbanked,東S,3236,32.36,0,7,07_100億未満
8747,豊トラスティ証券,東S,18596,185.96,0,6,06_100億以上_500億未満
8750,第一ライフグループ,東P,5967072,59670.72,6,2,02_1兆以上_10兆未満
8766,東京海上HLDG,東P,13421960,134219.6,13,1,01_10兆以上
8769,アドバンテッジリスクマネジメン,東S,7928,79.28,0,7,07_100億未満
8771,イー･ギャランティ,東P,73307,733.07,0,5,05_500億以上_1000億未満
8772,アサックス,東S,25560,255.6,0,6,06_100億以上_500億未満
8783,abc,東S,4311,43.11,0,7,07_100億未満
8789,フィンテック グローバル,東S,24360,243.6,0,6,06_100億以上_500億未満
8793,NECキャピタルソリューション,東P,85013,850.13,0,5,05_500億以上_1000億未満
8795,T&D HLDG,東P,2013000,20130,2,2,02_1兆以上_10兆未満
8798,アドバンスクリエイト,東P,5208,52.08,0,7,07_100億未満
8801,三井不動産,東P,3989452,39894.52,4,2,02_1兆以上_10兆未満
8802,三菱地所,東P,4784947,47849.47,5,2,02_1兆以上_10兆未満
8803,平和不動産,東P,161713,1617.13,0,4,04_1000億以上_5000億未満
8804,東京建物,東P,652845,6528.45,1,3,03_5000億以上_1兆未満
8818,京阪神ビルディング,東P,99185,991.85,0,5,05_500億以上_1000億未満
8830,住友不動産,東P,3292848,32928.48,3,2,02_1兆以上_10兆未満
8835,太平洋興発,東S,5892,58.92,0,7,07_100億未満
8836,RISE,東S,2304,23.04,0,7,07_100億未満
8841,テーオーシー,東S,85778,857.78,0,5,05_500億以上_1000億未満
8844,コスモスイニシア,東S,39608,396.08,0,6,06_100億以上_500億未満
8848,レオパレス21,東P,204662,2046.62,0,4,04_1000億以上_5000億未満
8850,スターツコーポレーション,東P,240292,2402.92,0,4,04_1000億以上_5000億未満
8860,フジ住宅,東P,27122,271.22,0,6,06_100億以上_500億未満
8864,空港施設,東S,44725,447.25,0,6,06_100億以上_500億未満
8869,明和地所,東S,18102,181.02,0,6,06_100億以上_500億未満
8871,ゴールドクレスト,東S,115224,1152.24,0,4,04_1000億以上_5000億未満
8876,リログループ,東P,271374,2713.74,0,4,04_1000億以上_5000億未満
8877,エスリード,東P,74544,745.44,0,5,05_500億以上_1000億未満
8881,日神グループHLDG,東P,29110,291.1,0,6,06_100億以上_500億未満
8887,シーラHLDG,東S,14457,144.57,0,6,06_100億以上_500億未満
8891,AMGHLDG,東S,4929,49.29,0,7,07_100億未満
8892,エスコン,東P,105087,1050.87,0,4,04_1000億以上_5000億未満
8894,REVOLUTION,東S,3834,38.34,0,7,07_100億未満
8897,MIRARTHHLDG,東P,55866,558.66,0,5,05_500億以上_1000億未満
8898,センチュリー21･ジャパン,東S,12650,126.5,0,6,06_100億以上_500億未満
8904,AVANTIA,東S,12086,120.86,0,6,06_100億以上_500億未満
8908,毎日コムネット,東S,14850,148.5,0,6,06_100億以上_500億未満
8912,エリアクエスト,東S,2966,29.66,0,7,07_100億未満
8914,エリアリンク,東S,46018,460.18,0,6,06_100億以上_500億未満
8917,ファースト住建,東S,17122,171.22,0,6,06_100億以上_500億未満
8918,ランド,東S,15451,154.51,0,6,06_100億以上_500億未満
8919,カチタス,東P,270951,2709.51,0,4,04_1000億以上_5000億未満
8920,東祥,東S,26974,269.74,0,6,06_100億以上_500億未満
8923,トーセイ,東P,149459,1494.59,0,4,04_1000億以上_5000億未満
8927,明豊エンタープライズ,東S,13511,135.11,0,6,06_100億以上_500億未満
8928,穴吹興産,東S,27178,271.78,0,6,06_100億以上_500億未満
8929,青山財産ネットワークス,東S,32341,323.41,0,6,06_100億以上_500億未満
8931,和田興産,東S,13753,137.53,0,6,06_100億以上_500億未満
8934,サンフロンティア不動産,東P,130659,1306.59,0,4,04_1000億以上_5000億未満
8935,FJネクストHLDG,東P,59696,596.96,0,5,05_500億以上_1000億未満
8938,グロームHLDG,東G,3299,32.99,0,7,07_100億未満
8944,ランドビジネス,東S,5603,56.03,0,7,07_100億未満
8945,サンネクスタグループ,東S,12178,121.78,0,6,06_100億以上_500億未満
8946,ASIAN STAR,東S,1762,17.62,0,7,07_100億未満
8995,誠建設工業,東S,2155,21.55,0,7,07_100億未満
8996,ハウスフリーダム,東S,3950,39.5,0,7,07_100億未満
8999,グランディハウス,東P,15627,156.27,0,6,06_100億以上_500億未満
9001,東武鉄道,東P,559251,5592.51,1,3,03_5000億以上_1兆未満
9003,相鉄HLDG,東P,231525,2315.25,0,4,04_1000億以上_5000億未満
9005,東急,東P,1042283,10422.83,1,2,02_1兆以上_10兆未満
9006,京浜急行電鉄,東P,397785,3977.85,0,4,04_1000億以上_5000億未満
9007,小田急電鉄,東P,607653,6076.53,1,3,03_5000億以上_1兆未満
9008,京王電鉄,東P,428672,4286.72,0,4,04_1000億以上_5000億未満
9009,京成電鉄,東P,539216,5392.16,1,3,03_5000億以上_1兆未満
9010,富士急行,東P,110648,1106.48,0,4,04_1000億以上_5000億未満
9012,秩父鉄道,東S,3172,31.72,0,7,07_100億未満
9017,新潟交通,東S,7662,76.62,0,7,07_100億未満
9020,東日本旅客鉄道,東P,3720871,37208.71,4,2,02_1兆以上_10兆未満
9021,西日本旅客鉄道,東P,1125009,11250.09,1,2,02_1兆以上_10兆未満
9022,東海旅客鉄道,東P,3300881,33008.81,3,2,02_1兆以上_10兆未満
9023,東京地下鉄,東P,795970,7959.7,1,3,03_5000億以上_1兆未満
9024,西武HLDG,東P,810305,8103.05,1,3,03_5000億以上_1兆未満
9025,鴻池運輸,東P,151493,1514.93,0,4,04_1000億以上_5000億未満
9028,ゼロ,東S,64973,649.73,0,5,05_500億以上_1000億未満
9029,ヒガシHLDG,東S,25334,253.34,0,6,06_100億以上_500億未満
9031,西日本鉄道,東P,218201,2182.01,0,4,04_1000億以上_5000億未満
9033,広島電鉄,東S,18724,187.24,0,6,06_100億以上_500億未満
9034,南総通運,東S,15820,158.2,0,6,06_100億以上_500億未満
9036,東部ネットワーク,東S,7502,75.02,0,7,07_100億未満
9037,ハマキョウレックス,東P,141525,1415.25,0,4,04_1000億以上_5000億未満
9039,サカイ引越センター,東P,119862,1198.62,0,4,04_1000億以上_5000億未満
9041,近鉄グループHLDG,東P,683905,6839.05,1,3,03_5000億以上_1兆未満
9042,阪急阪神HLDG,東P,1110616,11106.16,1,2,02_1兆以上_10兆未満
9044,NANKAI,東P,287326,2873.26,0,4,04_1000億以上_5000億未満
9045,京阪HLDG,東P,343308,3433.08,0,4,04_1000億以上_5000億未満
9046,神戸電鉄,東S,18808,188.08,0,6,06_100億以上_500億未満
9048,名古屋鉄道,東P,360749,3607.49,0,4,04_1000億以上_5000億未満
9049,京福電気鉄道,東S,14360,143.6,0,6,06_100億以上_500億未満
9051,センコン物流,東S,7273,72.73,0,7,07_100億未満
9052,山陽電気鉄道,東P,41669,416.69,0,6,06_100億以上_500億未満
9057,遠州トラック,東S,23921,239.21,0,6,06_100億以上_500億未満
9059,カンダHLDG,東S,20442,204.42,0,6,06_100億以上_500億未満
9060,日本ロジテム,東S,5741,57.41,0,7,07_100億未満
9063,岡山県貨物運送,東S,8514,85.14,0,7,07_100億未満
9064,ヤマトHLDG,東P,649074,6490.74,1,3,03_5000億以上_1兆未満
9065,山九,東P,459505,4595.05,0,4,04_1000億以上_5000億未満
9067,丸運,東S,27285,272.85,0,6,06_100億以上_500億未満
9068,丸全昭和運輸,東P,154018,1540.18,0,4,04_1000億以上_5000億未満
9069,センコーグループHLDG,東P,334255,3342.55,0,4,04_1000億以上_5000億未満
9072,ニッコンHLDG,東P,761029,7610.29,1,3,03_5000億以上_1兆未満
9073,京極運輸商事,東S,3396,33.96,0,7,07_100億未満
9074,日本石油輸送,東S,18941,189.41,0,6,06_100億以上_500億未満
9075,福山通運,東P,268088,2680.88,0,4,04_1000億以上_5000億未満
9076,セイノーHLDG,東P,504108,5041.08,1,3,03_5000億以上_1兆未満
9081,神奈川中央交通,東P,41895,418.95,0,6,06_100億以上_500億未満
9082,大和自動車交通,東S,6505,65.05,0,7,07_100億未満
9083,神姫バス,東S,24219,242.19,0,6,06_100億以上_500億未満
9087,タカセ,東S,4534,45.34,0,7,07_100億未満
9090,AZ−COM丸和HLDG,東P,105558,1055.58,0,4,04_1000億以上_5000億未満
9101,日本郵船,東P,2204139,22041.39,2,2,02_1兆以上_10兆未満
9104,商船三井,東P,2008933,20089.33,2,2,02_1兆以上_10兆未満
9107,川崎汽船,東P,1652899,16528.99,2,2,02_1兆以上_10兆未満
9110,NSユナイテッド海運,東P,174267,1742.67,0,4,04_1000億以上_5000億未満
9115,明海グループ,東S,35964,359.64,0,6,06_100億以上_500億未満
9119,飯野海運,東P,159212,1592.12,0,4,04_1000億以上_5000億未満
9127,玉井商船,東S,5583,55.83,0,7,07_100億未満
9130,共栄タンカー,東S,10350,103.5,0,6,06_100億以上_500億未満
9142,九州旅客鉄道,東P,525652,5256.52,1,3,03_5000億以上_1兆未満
9143,SG HLDG,東P,906798,9067.98,1,3,03_5000億以上_1兆未満
9145,ビーイングHLDG,東S,13544,135.44,0,6,06_100億以上_500億未満
9147,NIPPON EXPRESS,東P,1236141,12361.41,1,2,02_1兆以上_10兆未満
9158,シーユーシー,東G,24142,241.42,0,6,06_100億以上_500億未満
9159,W TOKYO,東G,5305,53.05,0,7,07_100億未満
9160,オンザページ,東S,10812,108.12,0,6,06_100億以上_500億未満
9162,ブリーチ,東G,6098,60.98,0,7,07_100億未満
9163,ナレルグループ,東G,18357,183.57,0,6,06_100億以上_500億未満
9165,クオルテック,東G,4232,42.32,0,7,07_100億未満
9166,GENDA,東G,115338,1153.38,0,4,04_1000億以上_5000億未満
9168,ライズ･コンサルティング･グル,東G,9881,98.81,0,7,07_100億未満
9171,栗林商船,東S,22282,222.82,0,6,06_100億以上_500億未満
9173,東海汽船,東S,6596,65.96,0,7,07_100億未満
9193,東京汽船,東S,8939,89.39,0,7,07_100億未満
9201,日本航空,東P,1157556,11575.56,1,2,02_1兆以上_10兆未満
9202,ANA HLDG,東P,1476149,14761.49,1,2,02_1兆以上_10兆未満
9204,スカイマーク,東G,24313,243.13,0,6,06_100億以上_500億未満
9206,スターフライヤー,東S,7269,72.69,0,7,07_100億未満
9211,エフ･コード,東G,17964,179.64,0,6,06_100億以上_500億未満
9212,Green Earth Ins,東G,3396,33.96,0,7,07_100億未満
9213,セイファート,東S,1368,13.68,0,7,07_100億未満
9214,Recovery Intern,東G,1809,18.09,0,7,07_100億未満
9215,CaSy,東G,1708,17.08,0,7,07_100億未満
9216,ビーウィズ,東P,20379,203.79,0,6,06_100億以上_500億未満
9218,メンタルヘルステクノロジーズ,東G,7103,71.03,0,7,07_100億未満
9219,ギックス,東G,5048,50.48,0,7,07_100億未満
9220,エフビー介護サービス,東S,2975,29.75,0,7,07_100億未満
9221,フルハシEPO,東S,13335,133.35,0,6,06_100億以上_500億未満
9223,ASNOVA,東G,4863,48.63,0,7,07_100億未満
9225,ブリッジコンサルティンググルー,東G,2144,21.44,0,7,07_100億未満
9227,マイクロ波化学,東G,14107,141.07,0,6,06_100億以上_500億未満
9229,サンウェルズ,東P,5318,53.18,0,7,07_100億未満
9233,アジア航測,東S,20531,205.31,0,6,06_100億以上_500億未満
9235,売レルネット広告社グループ,東G,4222,42.22,0,7,07_100億未満
9236,ジャパンM&Aソリューション,東G,1489,14.89,0,7,07_100億未満
9237,笑美面,東G,2159,21.59,0,7,07_100億未満
9238,バリュークリエーション,東G,1135,11.35,0,7,07_100億未満
9240,デリバリーコンサルティング,東G,2090,20.9,0,7,07_100億未満
9241,フューチャーリンクネットワーク,東G,1075,10.75,0,7,07_100億未満
9242,メディア総研,東G,2226,22.26,0,7,07_100億未満
9244,デジタリフト,東G,1650,16.5,0,7,07_100億未満
9245,リベロ,東G,10397,103.97,0,6,06_100億以上_500億未満
9246,プロジェクトHLDG,東G,5581,55.81,0,7,07_100億未満
9247,TRE HLDG,東P,90490,904.9,0,5,05_500億以上_1000億未満
9248,人･夢･技術グループ,東S,14096,140.96,0,6,06_100億以上_500億未満
9249,日本エコシステム,東S,13810,138.1,0,6,06_100億以上_500億未満
9250,GRCS,東G,1411,14.11,0,7,07_100億未満
9251,AB&Company,東G,18403,184.03,0,6,06_100億以上_500億未満
9252,ラストワンマイル,東G,9681,96.81,0,7,07_100億未満
9253,スローガン,東G,2059,20.59,0,7,07_100億未満
9254,ラバブルマーケティンググループ,東G,2024,20.24,0,7,07_100億未満
9256,サクシード,東G,10561,105.61,0,6,06_100億以上_500億未満
9257,YCPHLDG(グローバル),東G,17343,173.43,0,6,06_100億以上_500億未満
9258,CS−C,東G,2039,20.39,0,7,07_100億未満
9259,タカヨシHLDG,東G,4472,44.72,0,7,07_100億未満
9262,シルバーライフ,東S,8032,80.32,0,7,07_100億未満
9264,ポエック,東S,7446,74.46,0,7,07_100億未満
9265,ヤマシタヘルスケアHLDG,東S,7480,74.8,0,7,07_100億未満
9267,Genky DrugStore,東P,101939,1019.39,0,4,04_1000億以上_5000億未満
